Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,Size,Sales,StoreType
37,6/1/12,80.74,3.501,220.4322099,6.989,0,39910,531811.85,C
38,6/1/12,78.11,4.277,130.9592258,11.627,0,39690,435579.7,C
39,6/1/12,80.33,3.501,220.4322099,6.989,0,184109,1640476.77,A
40,6/1/12,64.75,3.798,138.1138065,4.125,0,155083,1037464.27,A
41,6/1/12,57.29,3.764,197.6218954,6.547,0,196321,1374891.36,A
42,6/1/12,80.06,4.277,130.9592258,7.382,0,39690,521953.78,C
43,6/1/12,80.89,3.501,213.1719747,9.575,0,41062,605078.62,C
44,6/1/12,61.11,3.788,130.9592258,5.621,0,39910,323410.94,C
45,6/1/12,74.48,3.742,191.0091712,8.567,0,118221,837144.63,B
1,6/8/12,78.3,3.452,221.7494839,7.143,0,151315,1697230.96,A
2,6/8/12,78.69,3.452,221.3877467,6.891,0,202307,2010216.49,A
3,6/8/12,81.65,3.452,225.2521458,6.664,0,37392,446336.8,B
4,6/8/12,78.11,3.433,130.8896774,4.308,0,205863,2245257.18,A
5,6/8/12,81.02,3.452,222.33627,5.801,0,34875,341704.59,B
6,6/8/12,80.5,3.452,223.3553131,5.964,0,202505,1696619.52,A
7,6/8/12,63.07,3.741,197.6551863,8.09,0,70713,642963.75,B
8,6/8/12,74.28,3.452,225.3011521,5.679,0,155078,928820,A
9,6/8/12,78.91,3.452,225.4947868,5.539,0,125833,582525.42,B
10,6/8/12,86.87,4.103,130.8896774,7.382,0,126512,1840491.41,B
11,6/8/12,82.1,3.452,225.2521458,6.664,0,207499,1414343.53,A
12,6/8/12,84.83,4.103,130.8896774,11.627,0,112238,1086231.47,B
13,6/8/12,68.4,3.776,130.8896774,5.965,0,219622,2182437.9,A
14,6/8/12,64.3,3.689,191.0155329,8.567,0,200898,2099615.88,A
15,6/8/12,59.35,3.871,138.1174194,8.15,0,123737,611390.67,B
16,6/8/12,65.43,3.741,197.6551863,6.169,0,57197,603618.89,B
17,6/8/12,60.51,3.776,130.8896774,6.235,0,93188,987990.24,B
18,6/8/12,59.1,3.746,138.1174194,8.304,0,120653,1110479.94,B
19,6/8/12,60.19,3.871,138.1174194,8.15,0,203819,1390122.11,A
20,6/8/12,62.01,3.689,214.5527132,7.139,0,203742,2231962.13,A
21,6/8/12,79.47,3.452,221.3877467,6.891,0,140167,707895.72,B
22,6/8/12,61.71,3.746,142.1158099,7.671,0,119557,1061134.37,B
23,6/8/12,56.82,3.746,138.1174194,4.125,0,114533,1568048.54,B
24,6/8/12,59.93,3.871,138.1174194,8.983,0,203819,1406313.13,A
25,6/8/12,58.48,3.689,214.5527132,7.139,0,128107,730254.19,B
26,6/8/12,49.43,3.746,138.1174194,7.489,0,152513,1106176.83,A
27,6/8/12,64.05,3.871,142.1158099,8.253,0,204184,1764756.31,A
28,6/8/12,84.83,4.103,130.8896774,11.627,0,206302,1440687.69,A
29,6/8/12,61.71,3.746,138.1174194,9.14,0,93638,554093.15,B
30,6/8/12,79.47,3.452,221.3877467,6.891,0,42988,437222.94,C
31,6/8/12,79.47,3.452,221.3877467,6.891,0,203750,1443285.79,A
32,6/8/12,71.14,3.741,197.6551863,8.09,0,203007,1246322.44,A
33,6/8/12,90.94,4.103,130.8896774,7.396,0,39690,286082.76,A
34,6/8/12,75.35,3.433,130.8896774,9.575,0,158114,999511.29,A
35,6/8/12,64.05,3.689,142.1158099,8.876,0,103681,873415.01,B
36,6/8/12,81.5,3.513,220.4357073,6.989,0,39910,338273.38,A
37,6/8/12,81.5,3.452,220.4357073,6.989,0,39910,528940.78,C
38,6/8/12,84.83,4.103,130.8896774,11.627,0,39690,448110.25,C
39,6/8/12,81.12,3.452,220.4357073,6.989,0,184109,1623442.24,A
40,6/8/12,55.78,3.746,138.1174194,4.125,0,155083,1079386.88,A
41,6/8/12,65.11,3.741,197.6551863,6.547,0,196321,1436383.84,A
42,6/8/12,86.87,4.103,130.8896774,7.382,0,39690,642671.48,C
43,6/8/12,85.73,3.452,213.1702811,9.575,0,41062,643032.51,C
44,6/8/12,68.4,3.776,130.8896774,5.621,0,39910,340238.38,C
45,6/8/12,64.3,3.689,191.0155329,8.567,0,118221,795133,B
1,6/15/12,79.35,3.393,221.7626421,7.143,0,151315,1630607,A
2,6/15/12,80.56,3.393,221.4009901,6.891,0,202307,1962924.3,A
3,6/15/12,84.66,3.393,225.2644795,6.664,0,37392,442074.79,B
4,6/15/12,80.94,3.372,130.8295333,4.308,0,205863,2234190.93,A
5,6/15/12,81.64,3.393,222.3492901,5.801,0,34875,327383.64,B
6,6/15/12,82.1,3.393,223.3680933,5.964,0,202505,1642247.48,A
7,6/15/12,59.33,3.723,197.692292,8.09,0,70713,666942.02,B
8,6/15/12,77.14,3.393,225.3134743,5.679,0,155078,916918.7,A
9,6/15/12,82.21,3.393,225.5070634,5.539,0,125833,564606.1,B
10,6/15/12,88.58,4.144,130.8295333,7.382,0,126512,1811562.88,B
11,6/15/12,84.97,3.393,225.2644795,6.664,0,207499,1417875.42,A
12,6/15/12,85.94,4.144,130.8295333,11.627,0,112238,1019555.51,B
13,6/15/12,65.97,3.756,130.8295333,5.965,0,219622,2152229.11,A
14,6/15/12,71.93,3.62,191.0299731,8.567,0,200898,1905733.68,A
15,6/15/12,67.7,3.786,138.1295333,8.15,0,123737,636737.65,B
16,6/15/12,65.36,3.723,197.692292,6.169,0,57197,570045.79,B
17,6/15/12,56.67,3.756,130.8295333,6.235,0,93188,964169.67,B
18,6/15/12,66.58,3.683,138.1295333,8.304,0,120653,1057425.83,B
19,6/15/12,68.19,3.786,138.1295333,8.15,0,203819,1440263.15,A
20,6/15/12,71.51,3.62,214.5653243,7.139,0,203742,2165160.29,A
21,6/15/12,81.51,3.393,221.4009901,6.891,0,140167,727049.04,B
22,6/15/12,66.56,3.683,142.1292548,7.671,0,119557,1061219.19,B
23,6/15/12,64.73,3.683,138.1295333,4.125,0,114533,1543667.68,B
24,6/15/12,68.28,3.786,138.1295333,8.983,0,203819,1364445.98,A
25,6/15/12,68.34,3.62,214.5653243,7.139,0,128107,753860.89,B
26,6/15/12,57.84,3.683,138.1295333,7.489,0,152513,1029248.22,A
27,6/15/12,69.52,3.786,142.1292548,8.253,0,204184,1773500.56,A
28,6/15/12,85.94,4.144,130.8295333,11.627,0,206302,1229760.97,A
29,6/15/12,66.56,3.683,138.1295333,9.14,0,93638,552338.76,B
30,6/15/12,81.51,3.393,221.4009901,6.891,0,42988,438523.24,C
31,6/15/12,81.51,3.393,221.4009901,6.891,0,203750,1431003.43,A
32,6/15/12,70.91,3.723,197.692292,8.09,0,203007,1234759.54,A
33,6/15/12,92.44,4.144,130.8295333,7.396,0,39690,290444.31,A
34,6/15/12,76.48,3.372,130.8295333,9.575,0,158114,982345.51,A
35,6/15/12,69.52,3.62,142.1292548,8.876,0,103681,848289.41,B
36,6/15/12,82.15,3.407,220.4494148,6.989,0,39910,333146.88,A
37,6/15/12,82.15,3.393,220.4494148,6.989,0,39910,508573.16,C
38,6/15/12,85.94,4.144,130.8295333,11.627,0,39690,430222.07,C
39,6/15/12,81.33,3.393,220.4494148,6.989,0,184109,1587499.82,A
40,6/15/12,63.39,3.683,138.1295333,4.125,0,155083,977950.28,A
41,6/15/12,64.92,3.723,197.692292,6.547,0,196321,1384584.59,A
42,6/15/12,88.58,4.144,130.8295333,7.382,0,39690,606309.13,C
43,6/15/12,87.75,3.393,213.1786952,9.575,0,41062,634815.1,C
44,6/15/12,65.97,3.756,130.8295333,5.621,0,39910,338400.82,C
45,6/15/12,71.93,3.62,191.0299731,8.567,0,118221,821498.18,B
1,6/22/12,78.39,3.346,221.8030211,7.143,0,151315,1527845.81,A
2,6/22/12,81.04,3.346,221.4411622,6.891,0,202307,1887733.21,A
3,6/22/12,82.7,3.346,225.3068615,6.664,0,37392,419497.95,B
4,6/22/12,81.63,3.329,130.7929,4.308,0,205863,2197299.65,A
5,6/22/12,80.57,3.346,222.3900046,5.801,0,34875,325041.68,B
6,6/22/12,81.2,3.346,223.4093906,5.964,0,202505,1618272.25,A
7,6/22/12,63.69,3.735,197.7389345,8.09,0,70713,687344.68,B
8,6/22/12,78.85,3.346,225.3558843,5.679,0,155078,899449.65,A
9,6/22/12,81.05,3.346,225.5495841,5.539,0,125833,562173.12,B
10,6/22/12,89.92,4.014,130.7929,7.382,0,126512,1755334.18,B
11,6/22/12,83.26,3.346,225.3068615,6.664,0,207499,1355680.3,A
12,6/22/12,91.61,4.014,130.7929,11.627,0,112238,981386.25,B
13,6/22/12,72.89,3.737,130.7929,5.965,0,219622,2094373,A
14,6/22/12,74.22,3.564,191.0646096,8.567,0,200898,1660228.88,A
15,6/22/12,74.28,3.722,138.1629,8.15,0,123737,687085.6,B
16,6/22/12,70.41,3.735,197.7389345,6.169,0,57197,581745.72,B
17,6/22/12,62.9,3.737,130.7929,6.235,0,93188,981210.57,B
18,6/22/12,70.92,3.629,138.1629,8.304,0,120653,1080357.89,B
19,6/22/12,75.83,3.722,138.1629,8.15,0,203819,1468350.36,A
20,6/22/12,76.51,3.564,214.606,7.139,0,203742,2060588.69,A
21,6/22/12,81.78,3.346,221.4411622,6.891,0,140167,735870,B
22,6/22/12,70.61,3.629,142.1606464,7.671,0,119557,1112449.3,B
23,6/22/12,71.82,3.629,138.1629,4.125,0,114533,1522042.57,B
24,6/22/12,72.29,3.722,138.1629,8.983,0,203819,1434709.63,A
25,6/22/12,73.52,3.564,214.606,7.139,0,128107,721601.9,B
26,6/22/12,63.04,3.629,138.1629,7.489,0,152513,1056282.91,A
27,6/22/12,73.23,3.722,142.1606464,8.253,0,204184,1837884.79,A
28,6/22/12,91.61,4.014,130.7929,11.627,0,206302,1180671.55,A
29,6/22/12,70.61,3.629,138.1629,9.14,0,93638,581854.5,B
30,6/22/12,81.78,3.346,221.4411622,6.891,0,42988,428554.63,C
31,6/22/12,81.78,3.346,221.4411622,6.891,0,203750,1394065.76,A
32,6/22/12,74.85,3.735,197.7389345,8.09,0,203007,1196880.11,A
33,6/22/12,95.75,4.014,130.7929,7.396,0,39690,261666.29,A
34,6/22/12,78.85,3.329,130.7929,9.575,0,158114,1000285.1,A
35,6/22/12,73.23,3.564,142.1606464,8.876,0,103681,911696,B
36,6/22/12,80.4,3.358,220.4886472,6.989,0,39910,306411.01,A
37,6/22/12,80.4,3.346,220.4886472,6.989,0,39910,484032.75,C
38,6/22/12,91.61,4.014,130.7929,11.627,0,39690,405938.35,C
39,6/22/12,79.84,3.346,220.4886472,6.989,0,184109,1532316.79,A
40,6/22/12,69.32,3.629,138.1629,4.125,0,155083,1033552.18,A
41,6/22/12,66.88,3.735,197.7389345,6.547,0,196321,1386407.17,A
42,6/22/12,89.92,4.014,130.7929,7.382,0,39690,540031.29,C
43,6/22/12,87.51,3.346,213.2123786,9.575,0,41062,613270.79,C
44,6/22/12,72.89,3.737,130.7929,5.621,0,39910,336241,C
45,6/22/12,74.22,3.564,191.0646096,8.567,0,118221,822569.16,B
1,6/29/12,84.88,3.286,221.8434,7.143,0,151315,1540421.49,A
2,6/29/12,86.32,3.286,221.4813343,6.891,0,202307,1881046.12,A
3,6/29/12,86.42,3.286,225.3492435,6.664,0,37392,422965.33,B
4,6/29/12,84.23,3.257,130.7562667,4.308,0,205863,2128362.92,A
5,6/29/12,87.08,3.286,222.4307191,5.801,0,34875,329658.1,B
6,6/29/12,87.35,3.286,223.4506878,5.964,0,202505,1648863.46,A
7,6/29/12,68.84,3.693,197.785577,8.09,0,70713,704335.41,B
8,6/29/12,84.47,3.286,225.3982943,5.679,0,155078,878298.22,A
9,6/29/12,87.18,3.286,225.5921049,5.539,0,125833,544770.7,B
10,6/29/12,91.36,3.875,130.7562667,7.382,0,126512,1707481.9,B
11,6/29/12,87.86,3.286,225.3492435,6.664,0,207499,1297028.6,A
12,6/29/12,90.47,3.875,130.7562667,11.627,0,112238,943124.74,B
13,6/29/12,82,3.681,130.7562667,5.965,0,219622,2037663.71,A
14,6/29/12,75.22,3.506,191.0992462,8.567,0,200898,1591835.02,A
15,6/29/12,68.91,3.667,138.1962667,8.15,0,123737,624099.48,B
16,6/29/12,77.31,3.693,197.785577,6.169,0,57197,570162.28,B
17,6/29/12,71.14,3.681,130.7562667,6.235,0,93188,982322.24,B
18,6/29/12,70.17,3.577,138.1962667,8.304,0,120653,1097006.3,B
19,6/29/12,69.92,3.667,138.1962667,8.15,0,203819,1379652.65,A
20,6/29/12,74.15,3.506,214.6466757,7.139,0,203742,2055952.61,A
21,6/29/12,88.05,3.286,221.4813343,6.891,0,140167,716341.39,B
22,6/29/12,70.99,3.577,142.1920381,7.671,0,119557,1053881.78,B
23,6/29/12,64.23,3.577,138.1962667,4.125,0,114533,1451782.16,B
24,6/29/12,70.4,3.667,138.1962667,8.983,0,203819,1428869.9,A
25,6/29/12,69.84,3.506,214.6466757,7.139,0,128107,718890.81,B
26,6/29/12,60.71,3.577,138.1962667,7.489,0,152513,1051190.44,A
27,6/29/12,73.94,3.667,142.1920381,8.253,0,204184,1842555.32,A
28,6/29/12,90.47,3.875,130.7562667,11.627,0,206302,1129031.98,A
29,6/29/12,70.99,3.577,138.1962667,9.14,0,93638,555954.13,B
30,6/29/12,88.05,3.286,221.4813343,6.891,0,42988,423192.4,C
31,6/29/12,88.05,3.286,221.4813343,6.891,0,203750,1349202.25,A
32,6/29/12,81.95,3.693,197.785577,8.09,0,203007,1178211.81,A
33,6/29/12,98.15,3.875,130.7562667,7.396,0,39690,244338.31,A
34,6/29/12,81.91,3.257,130.7562667,9.575,0,158114,942970.63,A
35,6/29/12,73.94,3.506,142.1920381,8.876,0,103681,892133.41,B
36,6/29/12,86.68,3.273,220.5278796,6.989,0,39910,291530.43,A
37,6/29/12,86.68,3.286,220.5278796,6.989,0,39910,508309.81,C
38,6/29/12,90.47,3.875,130.7562667,11.627,0,39690,404634.36,C
39,6/29/12,85.72,3.286,220.5278796,6.989,0,184109,1492388.98,A
40,6/29/12,64.42,3.577,138.1962667,4.125,0,155083,988764.84,A
41,6/29/12,76.54,3.693,197.785577,6.547,0,196321,1355600.01,A
42,6/29/12,91.36,3.875,130.7562667,7.382,0,39690,507403.77,C
43,6/29/12,89.85,3.286,213.2460619,9.575,0,41062,593128.13,C
44,6/29/12,82,3.681,130.7562667,5.621,0,39910,338386.08,C
45,6/29/12,75.22,3.506,191.0992462,8.567,0,118221,773367.71,B
1,7/6/12,81.57,3.227,221.8837789,6.908,0,151315,1769854.16,A
2,7/6/12,84.2,3.227,221.5215064,6.565,0,202307,2041507.4,A
3,7/6/12,83.14,3.227,225.3916254,6.334,0,37392,411206.5,B
4,7/6/12,80.37,3.187,130.7196333,4.077,0,205863,2224499.28,A
5,7/6/12,82.35,3.227,222.4714336,5.603,0,34875,341214.43,B
6,7/6/12,82.95,3.227,223.4919851,5.668,0,202505,1876359.39,A
7,7/6/12,64.67,3.646,197.8322195,7.872,0,70713,805642.61,B
8,7/6/12,81.24,3.227,225.4407043,5.401,0,155078,936205.5,A
9,7/6/12,84.15,3.227,225.6346256,5.277,0,125833,578790.36,B
10,7/6/12,86.87,3.666,130.7196333,7.17,0,126512,1805999.79,B
11,7/6/12,83.44,3.227,225.3916254,6.334,0,207499,1461129.94,A
12,7/6/12,89.13,3.765,130.7196333,10.926,0,112238,1014898.78,B
13,7/6/12,79.23,3.63,130.7196333,5.765,0,219622,2184980.35,A
14,7/6/12,82.99,3.475,191.1338827,8.684,0,200898,1862128.95,A
15,7/6/12,74.64,3.646,138.2296333,8.193,0,123737,678024.75,B
16,7/6/12,70.49,3.646,197.8322195,6.061,0,57197,641763.53,B
17,7/6/12,68.91,3.63,130.7196333,5.936,0,93188,1046782.52,B
18,7/6/12,76.08,3.538,138.2296333,8.535,0,120653,1158247.31,B
19,7/6/12,76.07,3.646,138.2296333,8.193,0,203819,1557120.44,A
20,7/6/12,79.2,3.475,214.6873514,7.28,0,203742,2358055.3,A
21,7/6/12,85.26,3.227,221.5215064,6.565,0,140167,693013.59,B
22,7/6/12,77.41,3.538,142.2234298,7.753,0,119557,1097786.14,B
23,7/6/12,70.86,3.538,138.2296333,4.156,0,114533,1545370.16,B
24,7/6/12,77.18,3.646,138.2296333,8.953,0,203819,1645097.75,A
25,7/6/12,75.52,3.475,214.6873514,7.28,0,128107,753385.55,B
26,7/6/12,64.94,3.538,138.2296333,7.405,0,152513,1180470.8,A
27,7/6/12,82.08,3.646,142.2234298,8.239,0,204184,2062224.92,A
28,7/6/12,89.13,3.765,130.7196333,10.926,0,206302,1500863.54,A
29,7/6/12,77.41,3.538,138.2296333,9.419,0,93638,578832.41,B
30,7/6/12,85.26,3.227,221.5215064,6.565,0,42988,440553.42,C
31,7/6/12,85.26,3.227,221.5215064,6.565,0,203750,1458059.42,A
32,7/6/12,78.68,3.646,197.8322195,7.872,0,203007,1214183.97,A
33,7/6/12,93.21,3.666,130.7196333,7.147,0,39690,273690.37,A
34,7/6/12,77.95,3.187,130.7196333,9.285,0,158114,1007867.68,A
35,7/6/12,82.08,3.475,142.2234298,8.839,0,103681,985479.64,B
36,7/6/12,81.52,3.232,220.567112,6.623,0,39910,306578.89,A
37,7/6/12,81.52,3.227,220.567112,6.623,0,39910,519498.32,C
38,7/6/12,89.13,3.765,130.7196333,10.926,0,39690,471086.22,C
39,7/6/12,81.05,3.227,220.567112,6.623,0,184109,1659221.99,A
40,7/6/12,69.08,3.538,138.2296333,4.156,0,155083,1182901.56,A
41,7/6/12,74.47,3.646,197.8322195,6.432,0,196321,1456300.89,A
42,7/6/12,86.87,3.666,130.7196333,7.17,0,39690,618702.09,C
43,7/6/12,82.68,3.227,213.2797452,9.285,0,41062,645618.59,C
44,7/6/12,79.23,3.63,130.7196333,5.407,0,39910,358461.58,C
45,7/6/12,82.99,3.475,191.1338827,8.684,0,118221,843361.1,B
1,7/13/12,77.12,3.256,221.9241579,6.908,0,151315,1527014.04,A
2,7/13/12,80.17,3.256,221.5616784,6.565,0,202307,1830075.13,A
3,7/13/12,82.28,3.256,225.4340074,6.334,0,37392,416913.1,B
4,7/13/12,76.86,3.224,130.683,4.077,0,205863,2100252.61,A
5,7/13/12,80.78,3.256,222.5121481,5.603,0,34875,316203.64,B
6,7/13/12,80.27,3.256,223.5332824,5.668,0,202505,1588142.26,A
7,7/13/12,64.21,3.613,197.8788621,7.872,0,70713,694150.89,B
8,7/13/12,78.46,3.256,225.4831143,5.401,0,155078,890488.01,A
9,7/13/12,82.39,3.256,225.6771463,5.277,0,125833,536537.64,B
10,7/13/12,89.8,3.723,130.683,7.17,0,126512,1765571.91,B
11,7/13/12,82.46,3.256,225.4340074,6.334,0,207499,1320239.51,A
12,7/13/12,95.61,3.723,130.683,10.926,0,112238,960312.75,B
13,7/13/12,83.68,3.595,130.683,5.765,0,219622,2002750.99,A
14,7/13/12,79.97,3.523,191.1685192,8.684,0,200898,1544422.35,A
15,7/13/12,72.62,3.689,138.263,8.193,0,123737,591335.5,B
16,7/13/12,70.29,3.613,197.8788621,6.061,0,57197,569005.06,B
17,7/13/12,72.94,3.595,130.683,5.936,0,93188,960746.04,B
18,7/13/12,75.09,3.561,138.263,8.535,0,120653,1024784.92,B
19,7/13/12,73.17,3.689,138.263,8.193,0,203819,1321741.35,A
20,7/13/12,78.27,3.523,214.728027,7.28,0,203742,2134680.12,A
21,7/13/12,82.51,3.256,221.5616784,6.565,0,140167,668132.36,B
22,7/13/12,75.81,3.561,142.2548214,7.753,0,119557,971361.38,B
23,7/13/12,69.19,3.561,138.263,4.156,0,114533,1384921.63,B
24,7/13/12,75.36,3.689,138.263,8.953,0,203819,1405475.78,A
25,7/13/12,73.87,3.523,214.728027,7.28,0,128107,714093.95,B
26,7/13/12,64.47,3.561,138.263,7.405,0,152513,1063149.78,A
27,7/13/12,78.95,3.689,142.2548214,8.239,0,204184,1755889.53,A
28,7/13/12,95.61,3.723,130.683,10.926,0,206302,1179915.04,A
29,7/13/12,75.81,3.561,138.263,9.419,0,93638,514709.76,B
30,7/13/12,82.51,3.256,221.5616784,6.565,0,42988,417640.34,C
31,7/13/12,82.51,3.256,221.5616784,6.565,0,203750,1374301.34,A
32,7/13/12,71.57,3.613,197.8788621,7.872,0,203007,1141184.66,A
33,7/13/12,97.6,3.723,130.683,7.147,0,39690,287033.64,A
34,7/13/12,74.02,3.224,130.683,9.285,0,158114,954677.75,A
35,7/13/12,78.95,3.523,142.2548214,8.839,0,103681,825763.48,B
36,7/13/12,78.15,3.245,220.6063444,6.623,0,39910,298337.41,A
37,7/13/12,78.15,3.256,220.6063444,6.623,0,39910,506005.47,C
38,7/13/12,95.61,3.723,130.683,10.926,0,39690,416036.75,C
39,7/13/12,78.16,3.256,220.6063444,6.623,0,184109,1471261.76,A
40,7/13/12,67.48,3.561,138.263,4.156,0,155083,979848.71,A
41,7/13/12,67.24,3.613,197.8788621,6.432,0,196321,1332594.07,A
42,7/13/12,89.8,3.723,130.683,7.17,0,39690,628099.08,C
43,7/13/12,78.82,3.256,213.3134286,9.285,0,41062,627634.04,C
44,7/13/12,83.68,3.595,130.683,5.407,0,39910,336479.49,C
45,7/13/12,79.97,3.523,191.1685192,8.684,0,118221,749817.08,B
1,7/20/12,80.42,3.311,221.9327267,6.908,0,151315,1497954.76,A
2,7/20/12,83.23,3.311,221.5701123,6.565,0,202307,1819666.46,A
3,7/20/12,81.38,3.311,225.4438827,6.334,0,37392,432424.85,B
4,7/20/12,79.14,3.263,130.7012903,4.077,0,205863,2175563.69,A
5,7/20/12,81.05,3.311,222.5209358,5.603,0,34875,321205.12,B
6,7/20/12,81.57,3.311,223.5424501,5.668,0,202505,1574361.97,A
7,7/20/12,62.87,3.585,197.9290378,7.872,0,70713,686345.69,B
8,7/20/12,79.94,3.311,225.4930078,5.401,0,155078,888834.07,A
9,7/20/12,83.39,3.311,225.6871121,5.277,0,125833,513991.57,B
10,7/20/12,84.45,3.589,130.7012903,7.17,0,126512,1869967.03,B
11,7/20/12,82.41,3.311,225.4438827,6.334,0,207499,1344483.81,A
12,7/20/12,85.53,3.726,130.7012903,10.926,0,112238,941550.34,B
13,7/20/12,75.69,3.556,130.7012903,5.765,0,219622,2053089.32,A
14,7/20/12,78.89,3.567,191.1670428,8.684,0,200898,1553250.16,A
15,7/20/12,75.31,3.732,138.2331935,8.193,0,123737,592369.22,B
16,7/20/12,68.43,3.585,197.9290378,6.061,0,57197,565297.54,B
17,7/20/12,70.59,3.556,130.7012903,5.936,0,93188,944698.7,B
18,7/20/12,77.43,3.61,138.2331935,8.535,0,120653,1033543.56,B
19,7/20/12,76.17,3.732,138.2331935,8.193,0,203819,1317672.92,A
20,7/20/12,76.04,3.567,214.7331351,7.28,0,203742,1970170.29,A
21,7/20/12,84.25,3.311,221.5701123,6.565,0,140167,691200.33,B
22,7/20/12,76.57,3.61,142.2337569,7.753,0,119557,991969.37,B
23,7/20/12,71.13,3.61,138.2331935,4.156,0,114533,1381339.23,B
24,7/20/12,76.42,3.732,138.2331935,8.953,0,203819,1394299,A
25,7/20/12,74.32,3.567,214.7331351,7.28,0,128107,685676.58,B
26,7/20/12,66.75,3.61,138.2331935,7.405,0,152513,1049625.9,A
27,7/20/12,78.64,3.732,142.2337569,8.239,0,204184,1730913.66,A
28,7/20/12,85.53,3.726,130.7012903,10.926,0,206302,1149427.48,A
29,7/20/12,76.57,3.61,138.2331935,9.419,0,93638,506705.36,B
30,7/20/12,84.25,3.311,221.5701123,6.565,0,42988,427491.04,C
31,7/20/12,84.25,3.311,221.5701123,6.565,0,203750,1392395.2,A
32,7/20/12,77.76,3.585,197.9290378,7.872,0,203007,1167829.33,A
33,7/20/12,91.49,3.589,130.7012903,7.147,0,39690,253205.89,A
34,7/20/12,77.7,3.263,130.7012903,9.285,0,158114,950929.59,A
35,7/20/12,78.64,3.567,142.2337569,8.839,0,103681,841224.74,B
36,7/20/12,81.76,3.301,220.6148749,6.623,0,39910,303289.55,A
37,7/20/12,81.76,3.311,220.6148749,6.623,0,39910,503744.56,C
38,7/20/12,85.53,3.726,130.7012903,10.926,0,39690,441683.74,C
39,7/20/12,80.32,3.311,220.6148749,6.623,0,184109,1582168.27,A
40,7/20/12,70.45,3.61,138.2331935,4.156,0,155083,968502.38,A
41,7/20/12,74.06,3.585,197.9290378,6.432,0,196321,1347175.93,A
42,7/20/12,84.45,3.589,130.7012903,7.17,0,39690,530318.39,C
43,7/20/12,83.83,3.311,213.3219124,9.285,0,41062,596554.05,C
44,7/20/12,75.69,3.556,130.7012903,5.407,0,39910,337819.16,C
45,7/20/12,78.89,3.567,191.1670428,8.684,0,118221,737613.65,B
1,7/27/12,82.66,3.407,221.9412954,6.908,0,151315,1439123.71,A
2,7/27/12,86.37,3.407,221.5785461,6.565,0,202307,1757923.88,A
3,7/27/12,84.94,3.407,225.4537579,6.334,0,37392,389427.9,B
4,7/27/12,81.06,3.356,130.7195806,4.077,0,205863,2048613.65,A
5,7/27/12,85.06,3.407,222.5297234,5.603,0,34875,306827.36,B
6,7/27/12,85.78,3.407,223.5516178,5.668,0,202505,1513229.16,A
7,7/27/12,64.6,3.57,197.9792136,7.872,0,70713,686365.4,B
8,7/27/12,81.71,3.407,225.5029014,5.401,0,155078,838227.52,A
9,7/27/12,86.41,3.407,225.6970779,5.277,0,125833,495951,B
10,7/27/12,83.98,3.769,130.7195806,7.17,0,126512,1817603.66,B
11,7/27/12,85.43,3.407,225.4537579,6.334,0,207499,1272395.02,A
12,7/27/12,93.47,3.769,130.7195806,10.926,0,112238,916967.92,B
13,7/27/12,80.42,3.537,130.7195806,5.765,0,219622,1914430.53,A
14,7/27/12,77.2,3.647,191.1655664,8.684,0,200898,1479514.66,A
15,7/27/12,73.9,3.82,138.2033871,8.193,0,123737,571190.83,B
16,7/27/12,69,3.57,197.9792136,6.061,0,57197,539337.87,B
17,7/27/12,74.2,3.537,130.7195806,5.936,0,93188,907493.24,B
18,7/27/12,72.97,3.701,138.2033871,8.535,0,120653,924506.26,B
19,7/27/12,74.43,3.82,138.2033871,8.193,0,203819,1248915.43,A
20,7/27/12,74.6,3.647,214.7382432,7.28,0,203742,1911559.1,A
21,7/27/12,88.09,3.407,221.5785461,6.565,0,140167,677789.14,B
22,7/27/12,73.52,3.701,142.2126924,7.753,0,119557,925731.21,B
23,7/27/12,69.31,3.701,138.2033871,4.156,0,114533,1322932.36,B
24,7/27/12,73.62,3.82,138.2033871,8.953,0,203819,1307339.14,A
25,7/27/12,72.98,3.647,214.7382432,7.28,0,128107,659109.53,B
26,7/27/12,64.12,3.701,138.2033871,7.405,0,152513,1031745.14,A
27,7/27/12,76.01,3.82,142.2126924,8.239,0,204184,1625883.71,A
28,7/27/12,93.47,3.769,130.7195806,10.926,0,206302,1135035.09,A
29,7/27/12,73.52,3.701,138.2033871,9.419,0,93638,475158.24,B
30,7/27/12,88.09,3.407,221.5785461,6.565,0,42988,424581.17,C
31,7/27/12,88.09,3.407,221.5785461,6.565,0,203750,1303732.36,A
32,7/27/12,77.56,3.57,197.9792136,7.872,0,203007,1144901.52,A
33,7/27/12,93.95,3.769,130.7195806,7.147,0,39690,249134.32,A
34,7/27/12,77.3,3.356,130.7195806,9.285,0,158114,917883.79,A
35,7/27/12,76.01,3.647,142.2126924,8.839,0,103681,808030.15,B
36,7/27/12,84,3.392,220.6234054,6.623,0,39910,279643.43,A
37,7/27/12,84,3.407,220.6234054,6.623,0,39910,514489.17,C
38,7/27/12,93.47,3.769,130.7195806,10.926,0,39690,407186.47,C
39,7/27/12,82.89,3.407,220.6234054,6.623,0,184109,1487797.54,A
40,7/27/12,67.88,3.701,138.2033871,4.156,0,155083,954396.85,A
41,7/27/12,73.31,3.57,197.9792136,6.432,0,196321,1344723.97,A
